1.0000,0.0029,-0.0001
1.0000,0.0081,0.0026
1.0000,0.0101,0.0029
1.0000,0.0113,0.0031
1.0000,0.0139,0.0054
1.0000,0.0159,0.0080
1.0000,0.0171,0.0106
1.0000,0.0245,0.0202
1.0000,0.0193,0.0180
1.0000,0.0220,0.0245
1.0000,0.0215,0.0286
1.0000,0.0195,0.0319
1.0000,0.0167,0.0351
1.0000,0.0198,0.0448
1.0000,0.0135,0.0456
1.0000,0.0107,0.0505
1.0000,0.0045,0.0522
1.0000,0.0053,0.0614
1.0000,0.0023,0.0669
1.0000,-0.0050,0.0683
1.0000,-0.0119,0.0699
1.0000,-0.0228,0.0675
1.0000,-0.0306,0.0680
1.0000,-0.0374,0.0690
1.0000,-0.0386,0.0753
1.0000,-0.0467,0.0739
1.0000,-0.0589,0.0679
1.0000,-0.0656,0.0663
1.0000,-0.0762,0.0602
1.0000,-0.0811,0.0586
1.0000,-0.0901,0.0518
1.0000,-0.0933,0.0497
1.0000,-0.0985,0.0443
1.0000,-0.1059,0.0354
1.0000,-0.1140,0.0243
1.0000,-0.1189,0.0152
1.0000,-0.1235,0.0049
1.0000,-0.1277,-0.0065
1.0000,-0.1328,-0.0201
1.0000,-0.1342,-0.0315
1.0000,-0.1287,-0.0374
1.0000,-0.1271,-0.0485
1.0000,-0.1260,-0.0613
1.0000,-0.1248,-0.0754
1.0000,-0.1186,-0.0854
1.0000,-0.1130,-0.0971
1.0000,-0.1066,-0.1090
1.0000,-0.1042,-0.1255
1.0000,-0.0948,-0.1357
1.0000,-0.0812,-0.1422
1.0000,-0.0730,-0.1545
1.0000,-0.0615,-0.1636
1.0000,-0.0498,-0.1725
1.0000,-0.0317,-0.1748
1.0000,-0.0206,-0.1838
1.0000,-0.0066,-0.1893
1.0000,0.0118,-0.1898
1.0000,0.0290,-0.1905
1.0000,0.0444,-0.1920
1.0000,0.0587,-0.1933
1.0000,0.0799,-0.1863
1.0000,0.0965,-0.1824
1.0000,0.1104,-0.1794
1.0000,0.1258,-0.1731
1.0000,0.1461,-0.1599
1.0000,0.1579,-0.1531
1.0000,0.1764,-0.1373
1.0000,0.1873,-0.1269
1.0000,0.2029,-0.1094
1.0000,0.2155,-0.0925
1.0000,0.2233,-0.0780
1.0000,0.2308,-0.0613
1.0000,0.2370,-0.0435
1.0000,0.2447,-0.0217
1.0000,0.2503,0.0003
1.0000,0.2486,0.0174
1.0000,0.2505,0.0403
1.0000,0.2496,0.0624
1.0000,0.2463,0.0842
1.0000,0.2404,0.1052
1.0000,0.2342,0.1276
1.0000,0.2255,0.1491
1.0000,0.2147,0.1698
1.0000,0.2074,0.1950
1.0000,0.1859,0.2069
1.0000,0.1707,0.2257
1.0000,0.1541,0.2436
1.0000,0.1363,0.2604
1.0000,0.1176,0.2761
1.0000,0.0937,0.2863
1.0000,0.0695,0.2955
1.0000,0.0473,0.3059
1.0000,0.0231,0.3130
1.0000,-0.0087,0.3112
1.0000,-0.0367,0.3113
1.0000,-0.0622,0.3121
1.0000,-0.0863,0.3121
1.0000,-0.1149,0.3052
1.0000,-0.1406,0.2985
1.0000,-0.1690,0.2864
1.0000,-0.1901,0.2785
1.0000,-0.2199,0.2588
1.0000,-0.2390,0.2465
1.0000,-0.2618,0.2272
1.0000,-0.2817,0.2071
1.0000,-0.3018,0.1834
1.0000,-0.3195,0.1585
1.0000,-0.3379,0.1294
1.0000,-0.3495,0.1033
1.0000,-0.3550,0.0799
1.0000,-0.3645,0.0490
1.0000,-0.3723,0.0163
1.0000,-0.3747,-0.0141
1.0000,-0.3754,-0.0460
1.0000,-0.3763,-0.0810
1.0000,-0.3700,-0.1116
1.0000,-0.3631,-0.1440
1.0000,-0.3521,-0.1746
1.0000,-0.3413,-0.2075
1.0000,-0.3205,-0.2320
1.0000,-0.3077,-0.2660
1.0000,-0.2835,-0.2895
1.0000,-0.2594,-0.3140
1.0000,-0.2352,-0.3387
1.0000,-0.2122,-0.3648
1.0000,-0.1821,-0.3833
1.0000,-0.1447,-0.3939
1.0000,-0.1129,-0.4091
1.0000,-0.0797,-0.4216
1.0000,-0.0446,-0.4303
1.0000,-0.0065,-0.4339
1.0000,0.0301,-0.4366
1.0000,0.0684,-0.4350
1.0000,0.1019,-0.4350
1.0000,0.1411,-0.4259
1.0000,0.1735,-0.4201
1.0000,0.2098,-0.4064
1.0000,0.2441,-0.3908
1.0000,0.2820,-0.3672
1.0000,0.3139,-0.3452
1.0000,0.3405,-0.3238
1.0000,0.3698,-0.2952
1.0000,0.3993,-0.2615
1.0000,0.4174,-0.2345
1.0000,0.4424,-0.1958
1.0000,0.4556,-0.1640
1.0000,0.4719,-0.1245
1.0000,0.4857,-0.0830
1.0000,0.4934,-0.0431
1.0000,0.5018,0.0018
1.0000,0.5033,0.0438
1.0000,0.4959,0.0808
1.0000,0.4918,0.1246
1.0000,0.4885,0.1725
1.0000,0.4754,0.2135
1.0000,0.4584,0.2533
1.0000,0.4351,0.2888
1.0000,0.4158,0.3302
1.0000,0.3863,0.3627
1.0000,0.3575,0.3970
1.0000,0.3274,0.4304
1.0000,0.2904,0.4570
1.0000,0.2488,0.4785
1.0000,0.2156,0.5077
1.0000,0.1722,0.5253
1.0000,0.1295,0.5418
1.0000,0.0783,0.5477
1.0000,0.0364,0.5602
1.0000,-0.0130,0.5620
1.0000,-0.0621,0.5607
1.0000,-0.1051,0.5616
1.0000,-0.1523,0.5541
1.0000,-0.2010,0.5405
1.0000,-0.2497,0.5221
1.0000,-0.2908,0.5061
1.0000,-0.3373,0.4793
1.0000,-0.3723,0.4584
1.0000,-0.4117,0.4273
1.0000,-0.4496,0.3920
1.0000,-0.4874,0.3507
1.0000,-0.5144,0.3142
1.0000,-0.5429,0.2702
1.0000,-0.5685,0.2232
1.0000,-0.5864,0.1781
1.0000,-0.5993,0.1321
1.0000,-0.6116,0.0812
1.0000,-0.6214,0.0275
1.0000,-0.6279,-0.0280
1.0000,-0.6214,-0.0753
1.0000,-0.6227,-0.1349
1.0000,-0.6133,-0.1879
1.0000,-0.5974,-0.2379
1.0000,-0.5769,-0.2867
1.0000,-0.5522,-0.3341
1.0000,-0.5221,-0.3783
1.0000,-0.4915,-0.4238
1.0000,-0.4584,-0.4681
1.0000,-0.4242,-0.5120
1.0000,-0.3805,-0.5466
1.0000,-0.3297,-0.5737
1.0000,-0.2830,-0.6039
1.0000,-0.2385,-0.6348
1.0000,-0.1820,-0.6518
1.0000,-0.1307,-0.6712
1.0000,-0.0697,-0.6779
1.0000,-0.0158,-0.6879
1.0000,0.0446,-0.6874
1.0000,0.0991,-0.6881
1.0000,0.1554,-0.6820
1.0000,0.2147,-0.6673
1.0000,0.2703,-0.6507
1.0000,0.3280,-0.6256
1.0000,0.3813,-0.5986
1.0000,0.4280,-0.5714
1.0000,0.4789,-0.5333
1.0000,0.5231,-0.4946
1.0000,0.5686,-0.4475
1.0000,0.6039,-0.4035
1.0000,0.6380,-0.3534
1.0000,0.6717,-0.2965
1.0000,0.6956,-0.2424
1.0000,0.7206,-0.1802
1.0000,0.7300,-0.1269
1.0000,0.7402,-0.0663
1.0000,0.7481,-0.0019
1.0000,0.7478,0.0602
1.0000,0.7436,0.1237
1.0000,0.7331,0.1860
1.0000,0.7241,0.2542
1.0000,0.7014,0.3128
1.0000,0.6766,0.3728
1.0000,0.6421,0.4259
1.0000,0.6089,0.4827
1.0000,0.5654,0.5307
1.0000,0.5252,0.5831
1.0000,0.4778,0.6288
1.0000,0.4197,0.6634
1.0000,0.3667,0.7022
1.0000,0.3051,0.7308
1.0000,0.2506,0.7642
1.0000,0.1843,0.7830
1.0000,0.1193,0.7995
1.0000,0.0474,0.8050
1.0000,-0.0176,0.8126
1.0000,-0.0820,0.8156
1.0000,-0.1535,0.8057
1.0000,-0.2201,0.7943
1.0000,-0.2886,0.7744
1.0000,-0.3546,0.7498
1.0000,-0.4149,0.7235
1.0000,-0.4814,0.6831
1.0000,-0.5340,0.6486
1.0000,-0.5906,0.6019
1.0000,-0.6426,0.5515
1.0000,-0.6906,0.4967
1.0000,-0.7289,0.4431
1.0000,-0.7673,0.3810
1.0000,-0.8015,0.3147
1.0000,-0.8266,0.2494
1.0000,-0.8441,0.1838
1.0000,-0.8614,0.1108
1.0000,-0.8741,0.0351
1.0000,-0.8798,-0.0406
1.0000,-0.8707,-0.1079
1.0000,-0.8635,-0.1832
1.0000,-0.8458,-0.2532
1.0000,-0.8241,-0.3242
1.0000,-0.8035,-0.4006
1.0000,-0.7633,-0.4608
1.0000,-0.7294,-0.5303
1.0000,-0.6800,-0.5864
1.0000,-0.6352,-0.6486
1.0000,-0.5788,-0.6999
1.0000,-0.5200,-0.7487
1.0000,-0.4545,-0.7900
1.0000,-0.3888,-0.8295
1.0000,-0.3208,-0.8644
1.0000,-0.2481,-0.8914
1.0000,-0.1748,-0.9141
1.0000,-0.0941,-0.9248
1.0000,-0.0184,-0.9352
1.0000,0.0591,-0.9381
1.0000,0.1345,-0.9366
1.0000,0.2128,-0.9250
1.0000,0.2969,-0.9002
1.0000,0.3713,-0.8770
1.0000,0.4428,-0.8482
1.0000,0.5146,-0.8104
1.0000,0.5852,-0.7646
1.0000,0.6447,-0.7205
1.0000,0.7065,-0.6646
1.0000,0.7599,-0.6075
1.0000,0.8162,-0.5377
1.0000,0.8610,-0.4699
1.0000,0.8988,-0.3995
1.0000,0.9351,-0.3211
1.0000,0.9593,-0.2458
1.0000,0.9833,-0.1618
1.0000,0.9942,-0.0823
1.0000,1.0001,0.0001
2.0000,0.0027,0.0063
2.0000,-0.0020,0.0057
2.0000,-0.0046,0.0075
