1.0000,-0.0023,-0.0033
1.0000,0.0001,-0.0019
1.0000,0.0078,0.0049
1.0000,0.0028,-0.0010
1.0000,0.0008,-0.0039
1.0000,-0.0004,-0.0060
1.0000,0.0093,0.0030
1.0000,0.0019,-0.0052
1.0000,0.0143,0.0064
1.0000,0.0077,-0.0009
1.0000,0.0187,0.0093
1.0000,0.0104,0.0003
1.0000,0.0156,0.0049
1.0000,0.0188,0.0075
1.0000,0.0133,0.0014
1.0000,0.0235,0.0111
1.0000,0.0180,0.0050
1.0000,0.0210,0.0075
1.0000,0.0228,0.0088
1.0000,0.0156,0.0012
1.0000,0.0188,0.0040
1.0000,0.0177,0.0025
1.0000,0.0242,0.0087
1.0000,0.0211,0.0054
1.0000,0.0208,0.0047
1.0000,0.0224,0.0061
1.0000,0.0275,0.0110
1.0000,0.0189,0.0023
1.0000,0.0331,0.0164
1.0000,0.0328,0.0160
1.0000,0.0210,0.0041
1.0000,0.0275,0.0106
1.0000,0.0242,0.0073
1.0000,0.0266,0.0098
1.0000,0.0338,0.0170
1.0000,0.0254,0.0087
1.0000,0.0407,0.0242
1.0000,0.0373,0.0210
1.0000,0.0277,0.0116
1.0000,0.0404,0.0246
1.0000,0.0320,0.0165
1.0000,0.0425,0.0274
1.0000,0.0370,0.0222
1.0000,0.0344,0.0200
1.0000,0.0331,0.0193
1.0000,0.0329,0.0195
1.0000,0.0330,0.0201
1.0000,0.0441,0.0318
1.0000,0.0376,0.0259
1.0000,0.0468,0.0357
1.0000,0.0391,0.0287
1.0000,0.0443,0.0347
1.0000,0.0429,0.0340
1.0000,0.0410,0.0329
1.0000,0.0349,0.0276
1.0000,0.0395,0.0331
1.0000,0.0356,0.0300
1.0000,0.0496,0.0450
1.0000,0.0378,0.0342
1.0000,0.0484,0.0457
1.0000,0.0400,0.0384
1.0000,0.0375,0.0369
1.0000,0.0439,0.0445
1.0000,0.0444,0.0461
1.0000,0.0423,0.0452
1.0000,0.0369,0.0410
1.0000,0.0471,0.0525
1.0000,0.0402,0.0468
1.0000,0.0423,0.0503
1.0000,0.0448,0.0541
1.0000,0.0378,0.0485
1.0000,0.0463,0.0585
1.0000,0.0371,0.0506
1.0000,0.0421,0.0572
1.0000,0.0424,0.0590
1.0000,0.0512,0.0694
1.0000,0.0396,0.0593
1.0000,0.0402,0.0616
1.0000,0.0485,0.0715
1.0000,0.0410,0.0657
1.0000,0.0485,0.0748
1.0000,0.0374,0.0656
1.0000,0.0477,0.0776
1.0000,0.0334,0.0651
1.0000,0.0429,0.0764
1.0000,0.0384,0.0738
1.0000,0.0385,0.0758
1.0000,0.0428,0.0820
1.0000,0.0432,0.0844
1.0000,0.0379,0.0810
1.0000,0.0449,0.0900
1.0000,0.0425,0.0897
1.0000,0.0435,0.0927
1.0000,0.0302,0.0815
1.0000,0.0380,0.0914
1.0000,0.0391,0.0946
1.0000,0.0389,0.0966
1.0000,0.0354,0.0952
1.0000,0.0350,0.0969
1.0000,0.0238,0.0881
1.0000,0.0237,0.0901
1.0000,0.0244,0.0931
